FACILITYID,Jurisdiction,Qcalcs,AVGDISCHARGE,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2023,Qcont4calcPrior,Qcf2023,Qcfp2022,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,avgCnx,PERSISTENTFLOW,MonitoringYear,rain_gage,dry_days,Qadj_Qall
SM01-086-1 (M03P01),SAN CLEMENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,0.179452607,219.4891214,0.393879298,NA,298.0240243127653,0.885,Yes,MY2022-23,PALISADES,267,70421.58682498487
SM01-086-1 (M03P01),SAN CLEMENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN CLEMENTE,99.82054733,219.4891214,219.095436,NA,1412.6383089287892,0.885,Yes,MY2022-23,PALISADES,267,333799.36920832825
SM01-086-2,SAN CLEMENTE,NA,0.02,NA,0.0138,0.0138,1192.32,NA,NA,NA,NA,NA,1192.32,SAN CLEMENTE,100,NA,NA,1192.32,1192.32,0.77,Unknown,MY2022-23,PALISADES,267,245129.06879999998
SC11-130-2,DANA POINT,0.003,0.013885,0,0.00958065,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,NA,NA,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
J03-9368-1 (J03TBN1),LAGUNA NIGUEL,0.003,0.005115,0.01004428,0.0035293499999999997,0.01004428,867.825792,0,NA,0,NA,NA,0,LAGUNA NIGUEL,98.70823565,92.34354303,91.15076265,0,0,0.8466666666666667,Yes,MY2022-23,SULPHURCREEK,279,0
J03-9368-1 (J03TBN1),LAGUNA NIGUEL,0.003,0.005115,0.01004428,0.0035293499999999997,0.01004428,867.825792,0,NA,0,NA,NA,0,SAN JUAN CAPISTRANO,1.291764465,92.34354303,1.192862129,0,0,0.8466666666666667,Yes,MY2022-23,SULPHURCREEK,279,0
L03-455-2,SAN JUAN CAPISTRANO,0.001,0.005791,0,0.00399579,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,45.63681477,45.63685511,0,0,1,Unknown,MY2022-23,SULPHURCREEK,279,0
L01-458-1,ORANGE CO,0,6.75e-4,0,4.6574999999999996e-4,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,600.45529611,600.4558269,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
J07-9109-1,MISSION VIEJO,0,0.008731,0,0.006024389999999999,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,100,NA,NA,0,0,1,Yes,MY2022-23,ELTORO,275,0
J01-9144-4 (J01P26),ALISO VIEJO,8.571428571428572e-4,0.003827,0,0.0026406299999999997,0,0,NA,NA,NA,NA,NA,0,ALISO VIEJO,100,193.49295991,193.493131,0,0,0.59,Unknown,MY2022-23,SULPHURCREEK,279,0
J03-9368-2 (J03TBN2),LAGUNA NIGUEL,0.004,0.02678,0.02987707,0.0184782,0.02987707,2581.378848,0,NA,0,NA,NA,0,LAGUNA NIGUEL,100,34.23122305,34.23125331,0,0,0.8466666666666667,Yes,MY2022-23,SULPHURCREEK,279,0
J05-9800-2,LAGUNA HILLS,0,0,0,0,0,0,0,NA,0,NA,NA,0,LAGUNA HILLS,100.0000004,25.47292658,25.47294919,0,0,0.77,Unknown,MY2022-23,ELTORO,275,0
I01-11023-2,LAGUNA BEACH,0.002,2.04e-4,0,1.4076e-4,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,16.81555601,16.81557088,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
J01-9082-3,ALISO VIEJO,0,0.005053,0,0.00348657,0,0,0,NA,0,NA,NA,0,ALISO VIEJO,97.84740395,124.66076066,121.9774259,0,0,0.77,Unknown,MY2022-23,SULPHURCREEK,279,0
J01-9082-3,ALISO VIEJO,0,0.005053,0,0.00348657,0,0,0,NA,0,NA,NA,0,ORANGE CO,2.152595119,124.66076066,2.683443822,0,0,0.77,Unknown,MY2022-23,SULPHURCREEK,279,0
L01-766-4,SAN JUAN CAPISTRANO,NA,0.001979,0,0.00136551,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,25.87303207,25.87305495,0,0,0,Unknown,MY2022-23,PALISADES,267,0
J01-9273-1,LAGUNA WOODS,5.714285714285715e-4,0.001426,0.004,9.8394e-4,0.004,345.59999999999997,0,NA,0,NA,NA,0,LAGUNA HILLS,5.183103927,30.68945533,1.590667771,0,0,0.1925,Yes,MY2022-23,ELTORO,275,0
J01-9273-1,LAGUNA WOODS,5.714285714285715e-4,0.001426,0.004,9.8394e-4,0.004,345.59999999999997,0,NA,0,NA,NA,0,LAGUNA WOODS,94.81689767,30.68945533,29.09881518,0,0,0.1925,Yes,MY2022-23,ELTORO,275,0
J07-9110-3,MISSION VIEJO,8.75e-4,0.010083,0.00457286,0.00695727,0.00457286,395.095104,0,NA,0,NA,NA,0,MISSION VIEJO,100,61.67998508,61.68003961,0,0,0.9233333333333333,Yes,MY2022-23,ELTORO,275,0
DP01-12022-2,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,NA,NA,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
I00-11453-1,LAGUNA BEACH,NA,0.013896,0,0.00958824,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,342.08954194,342.0898444,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11015-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,9.814813201,245.37795985,24.08340969,0,0,0.635,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11015-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,90.18518695,245.37795985,221.2947674,0,0,0.635,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11023-3,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,2.021964214,36.18156164,0.731578875,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11023-3,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,97.97803498,36.18156164,35.45001446,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11023-4,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,99.99999471,6.44034236,6.44034771,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11023-5,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,8.451122386,12.44670623,1.051887306,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11023-5,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,91.54887409,12.44670623,11.39482948,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11059-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,99.99999976,282.44365092,282.4438999,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11059-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,9.28778099,9.287789205,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11059-3,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,NA,NA,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11065-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,NA,NA,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11077-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,92.37171423,118.05411389,109.0487051,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11077-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,7.628285715,118.05411389,9.005513067,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11077-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,NA,NA,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11093-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,15.10734659,87.63278849,13.23900078,0,0,0,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11093-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,84.89265355,87.63278849,74.3938653,0,0,0,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11093-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,1.070402039,296.78090067,3.176751622,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11093-2,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,98.92959796,296.78090067,293.6044114,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11343-1,LAGUNA WOODS,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA WOODS,100,33.3408069,33.34083637,0,0,1,Yes,MY2022-23,ELTORO,275,0
I01-11487-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ALISO VIEJO,9.42798961,5606.22157779,528.5544551,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11487-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,28.71852666,5606.22157779,1610.025662,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11487-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA WOODS,4.108913651,5606.22157779,230.3550073,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11487-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,56.5439454,5606.22157779,3169.981671,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
I01-11503-3,ALISO VIEJO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ALISO VIEJO,100,90.98036764,90.98044807,0,0,0.77,Yes,MY2022-23,LAGUNABEACH,274,0
J01-10006-1,LAKE FOREST,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAKE FOREST,100,23.20308578,23.2031063,0,0,0.77,Yes,MY2022-23,ELTORO,275,0
J01-10012-3,MISSION VIEJO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,19.22071006,31.14614857,5.986516204,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
J01-10012-3,MISSION VIEJO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,60.69089784,31.14614857,18.90289392,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
J01-10012-3,MISSION VIEJO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,RANCHO SANTA MARGARITA,20.08839263,31.14614857,6.256766146,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
J01-9275-1,LAKE FOREST,NA,0.003,0,0.00207,0,0,NA,NA,NA,NA,NA,0,LAKE FOREST,99.64416058,27.09901317,27.00260807,0,0,0,Unknown,MY2022-23,ELTORO,275,0
J01-9275-1,LAKE FOREST,NA,0.003,0,0.00207,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,0.355841536,27.09901317,0.09642963,0,0,0,Unknown,MY2022-23,ELTORO,275,0
J01-9364-3 (J01P21),ORANGE CO,NA,3.673333,NA,2.53459977,2.53459977,218989.42012799997,0,NA,0,NA,NA,0,ALISO VIEJO,99.79799461,167.87337148,167.5344063,0,0,0.77,Yes,MY2022-23,SULPHURCREEK,279,0
J01-9364-3 (J01P21),ORANGE CO,NA,3.673333,NA,2.53459977,2.53459977,218989.42012799997,0,NA,0,NA,NA,0,LAGUNA NIGUEL,0.20163074,167.87337148,0.33848462,0,0,0.77,Yes,MY2022-23,SULPHURCREEK,279,0
J01-9364-3 (J01P21),ORANGE CO,NA,3.673333,NA,2.53459977,2.53459977,218989.42012799997,0,NA,0,NA,NA,0,ORANGE CO,3.74759e-4,167.87337148,6.2912e-4,0,0,0.77,Yes,MY2022-23,SULPHURCREEK,279,0
J01-9364-4,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ALISO VIEJO,98.79141639,42.33257611,41.82098851,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
J01-9364-4,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,1.208582942,42.33257611,0.511624746,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
J01-9377-2 (J01TBN8),LAKE FOREST,NA,4.2e-5,0,2.8979999999999997e-5,0,0,NA,NA,NA,NA,NA,0,LAKE FOREST,67.39420978,98.41839547,66.32835854,0,0,0.385,Unknown,MY2022-23,ELTORO,275,0
J01-9377-2 (J01TBN8),LAKE FOREST,NA,4.2e-5,0,2.8979999999999997e-5,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,32.60579025,98.41839547,32.09012396,0,0,0.385,Unknown,MY2022-23,ELTORO,275,0
J03-9216-1 (J03P01),LAGUNA NIGUEL,NA,0.012897,0,0.00889893,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,100,13.41168034,13.41169219,0,0,0.77,Unknown,MY2022-23,SULPHURCREEK,279,0
J05-9255-1 (J05P01),LAGUNA HILLS,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA HILLS,100,70.04513345,70.04519538,0,0,0.77,Yes,MY2022-23,SULPHURCREEK,279,0
J05-9271-6,LAGUNA HILLS,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA HILLS,100,NA,NA,0,0,0.385,Unknown,MY2022-23,SULPHURCREEK,279,0
J07-9022-6,MISSION VIEJO,NA,0.001776,0,0.00122544,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,100,NA,NA,0,0,0.385,Unknown,MY2022-23,ELTORO,275,0
K01-12156-3,LAGUNA NIGUEL,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,100,130.12073959,130.1208546,0,0,0.77,Unknown,MY2022-23,SULPHURCREEK,279,0
L01-335-2,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,NA,NA,0,0,0,Unknown,MY2022-23,TRABUCO,266,0
L01-391-1,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,29.95853952,29.958566,0,0,1,Yes,MY2022-23,TRABUCO,266,0
L01-399-1,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,NA,NA,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
L01-414-2,ORANGE CO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,6.92037064,6.920376761,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
L01-517-1,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,91.33564488,163.63320429,149.4555745,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-517-1,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,8.664355227,163.63320429,14.17777462,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-517-2,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,NA,NA,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L01-517-7,ORANGE CO,NA,0.001777,0,0.0012261299999999998,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,141.90900182,141.9091273,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-517-8,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,NA,NA,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L01-601-1,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,10.8002002,10.80020974,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-618-3,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,6.92800257,6.92800869,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-618-4,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,108.67944992,108.679546,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L01-724-2,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,16.19787546,NA,0,0,0.77,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-2,DANA POINT,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,2.51489735,2.514899575,0,0,0.75,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-3,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,11.88573163,11.88574213,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-6,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,90.70659762,6.21310567,5.635701739,0,0,0.385,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-6,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,9.293403178,6.21310567,0.57740947,0,0,0.385,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-7,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,5.74416805,5.744173127,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-8,SAN JUAN CAPISTRANO,NA,4.8e-4,0,3.312e-4,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,32.32890123,32.32892981,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-726-9,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,89.27240799,89.27248691,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-727-2,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,0.72723724,0.727237887,0,0,0.385,Unknown,MY2022-23,DANAPOINT,263,0
L01-727-3,DANA POINT,NA,0.007959,0,0.00549171,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,4.74021882,4.740223007,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-728-6,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,4.46590424,4.465908189,0,0,0,Unknown,MY2022-23,DANAPOINT,263,0
L01-728-8d,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,NA,NA,0,0,0.77,Unknown,MY2022-23,DANAPOINT,263,0
L01-728-9,DANA POINT,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,DANA POINT,100,NA,NA,0,0,0.385,Unknown,MY2022-23,DANAPOINT,263,0
L01-733-4,ORANGE CO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,50.68731652,50.68736133,0,0,0,Unknown,MY2022-23,TRABUCO,266,0
L01-733-5,ORANGE CO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,100,NA,NA,0,0,0,Unknown,MY2022-23,TRABUCO,266,0
L01-748-1,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,99.91794386,99.91803219,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-748-2,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,NA,NA,0,0,1,Yes,MY2022-23,PALISADES,267,0
L01-766-5,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,63.97582891,63.97588547,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L01-766-8,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,NA,NA,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L02-344-1,ORANGE CO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,99.37899245,178.3182714,177.2110581,0,0,0,Unknown,MY2022-23,ELTORO,275,0
L02-344-1,ORANGE CO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,RANCHO SANTA MARGARITA,0.621007707,178.3182714,1.107371188,0,0,0,Unknown,MY2022-23,ELTORO,275,0
L02-374-2 (MVL02P20),ORANGE CO,NA,0.008624,0,0.00595056,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,100,84.33765496,84.33772952,0,0,0.385,Unknown,MY2022-23,SULPHURCREEK,279,0
L02-401-1,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,97.18078684,199.48492042,193.8611867,0,0,1,Yes,MY2022-23,SULPHURCREEK,279,0
L02-401-1,ORANGE CO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,2.819212227,199.48492042,5.623908238,0,0,1,Yes,MY2022-23,SULPHURCREEK,279,0
L02-541-2,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,7.06807992,7.068086166,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L02-541-7,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,24.77553865,24.77556055,0,0,0.385,Unknown,MY2022-23,PALISADES,267,0
L02-571-1,SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,99.9999999,36.03365204,36.03368386,0,0,0,Unknown,MY2022-23,PALISADES,267,0
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,25.81138094,220.78861654,56.98864128,0,0,0.75,Yes,MY2022-23,PALISADES,267,0
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,74.1886223,220.78861654,163.8001776,0,0,0.75,Yes,MY2022-23,PALISADES,267,0
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,NA,0.014251,0,0.009833189999999999,0,0,NA,NA,NA,NA,NA,0,RANCHO SANTA MARGARITA,100,256.93195174,256.9321789,0,0,0.77,Unknown,MY2022-23,TRABUCO,266,0
L03-418-3,LAGUNA NIGUEL,NA,7.22e-4,0,4.9818e-4,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,100,6.6378544,6.637860272,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-3 (L03P37),SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,4.200759936,72.14698507,3.030724323,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-3 (L03P37),SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,60.02596233,72.14698507,43.30696036,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-3 (L03P37),SAN JUAN CAPISTRANO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,35.77328003,72.14698507,25.80936582,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-4,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,100,NA,NA,0,0,0.75,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-6,LAGUNA NIGUEL,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,82.19683381,5.33953354,4.38893139,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-6,LAGUNA NIGUEL,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,17.76583201,5.33953354,0.948613397,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-455-6,LAGUNA NIGUEL,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,0.037321744,5.33953354,0.001992809,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-497-1,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,70.8605139,45.51756325,32.25400775,0,0,0.635,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-497-1,SAN JUAN CAPISTRANO,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN JUAN CAPISTRANO,29.13948729,45.51756325,13.26359628,0,0,0.635,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-708-5,LAGUNA NIGUEL,NA,0.006287,0,0.00433803,0,0,NA,NA,NA,NA,NA,0,LAGUNA NIGUEL,78.20762138,28.84826742,22.5615637,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L03-708-5,LAGUNA NIGUEL,NA,0.006287,0,0.00433803,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,21.792378,28.84826742,6.28672904,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L04-702-4,MISSION VIEJO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA HILLS,56.399775,374.77459069,211.3722128,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
L04-702-4,MISSION VIEJO,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,MISSION VIEJO,43.60022493,374.77459069,163.402709,0,0,0,Unknown,MY2022-23,SULPHURCREEK,279,0
LC02-11508-3,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,14.21275699,319.65476129,45.43179461,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
LC02-11508-3,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,ORANGE CO,85.78724286,319.65476129,274.2232488,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
LC05-11017-1,LAGUNA BEACH,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,LAGUNA BEACH,100,63.88315303,63.88320951,0,0,0.385,Unknown,MY2022-23,LAGUNABEACH,274,0
M00.1-070-4,SAN CLEMENTE,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,SAN CLEMENTE,100,137.0917445,137.0918657,0,0,0.77,Unknown,MY2022-23,PALISADES,267,0
