"","Jurisdiction","Inspected","ObsWeather","FacilityID","AvgDischarge","ObsRecordDate","FlowContribution","FlowCondition","PersistentFlow","FlowConnectivity","IDIC","Priority","PrioritizationScore2022","Conductivity","FloatDischargeCFS","VolumeDischargeCFS","LastDischargeTrend","ScourWaterCondition","DissWaterCondition","Comments","TrashCondition","TrashLocation","SampleDry","SampleWet","OCFSLocation","MaintenanceIssue","PointY","PointX"
"92","San Juan Capistrano","Verified",1,"L01-748-2",0,2023-06-05,,,"Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Not present","Not present","Unknown pink stuff in water surrounding outfall leading back into outfall","Sparse (<10 Items)","In flow path of outfall",,,,"Other - See Comments",33.50406011,-117.64281522
"93","San Juan Capistrano","Verified",1,"L01-748-2",0,2023-08-09,"Small Fraction (<10%)","Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Not present","Not present","Outfall and debris catch basin clogged with leaf litter, algae, and overgrown vegetation.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Clogged",33.50406011,-117.64281522
"94","San Juan Capistrano","Verified",1,"L01-748-2",0,2023-06-05,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Not present","Not present","Large pieces of styrofoam in receiving water","Sparse (<10 Items)","In flow path of outfall",,,,"Other - See Comments",33.50406011,-117.64281522
"95","San Juan Capistrano","Verified",1,"L01-618-2",,2023-06-05,,"Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,5744,,,,"Not present","Not present","outfall extremely overgrown, vegetation on top of pipe may contribute to weighing the pipe down. poison oak and stinging nettle abundant. water color is murky freen","Not Present (0 Items)",,,,,"Overgrown",33.50048772,-117.65036582
"96","San Juan Capistrano","Verified",1,"L01-618-2",,2023-08-07,,"Pooled or Ponded","Yes",,"Other - see comments","Not A Priority",,,,,,"Not present","Not present","Brown froth","Sparse (<10 Items)","In flow path of outfall",,,,,33.50048772,-117.65036582
"97","Laguna Beach","Verified",1,"I01-11015-3",0.000906,2023-09-20,,"Dry","Unknown",,"None","Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.54793033,-117.78154643
"98","Laguna Beach","Verified",1,"I01-11015-3",0.000906,2023-07-07,"Small Fraction (<10%)","Flowing","Unknown","Direct Connection","None","Not A Priority",,356,0.010879,,"20% Or More Above Average Discharge","Not present","Not present","73 degrees F","Not Present (0 Items)",,,,,"None",33.54793033,-117.78154643
"99","San Juan Capistrano","Verified",1,"L01-749-2",0.077331,2023-06-08,,"Pooled or Ponded","Yes","Direct Connection","None","Priority",10,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall","Yes",,,"None",33.5083054,-117.64017859
"100","San Juan Capistrano","Verified",1,"L01-749-2",0.077331,2023-08-16,,"Pooled or Ponded","Yes","Undetermined","None","Priority",10,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.5083054,-117.64017859
"101","Laguna Beach","Verified",1,"I01-11059-3",0,2023-07-07,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.55369586,-117.77534812
"102","Laguna Beach","Verified",1,"I01-11059-3",0,2023-09-20,,"Dry","Unknown",,"None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"Graffiti",33.55369586,-117.77534812
"103","Aliso Viejo","Verified",1,"I01-11216-3",,2023-09-26,,"Pooled or Ponded","Yes","Direct Connection","None","Not A Priority",,,,,,"Brown ""tea"" tint","Not present","Lots of vegetation, fallen branches. Some fence damage.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Other - See Comments",33.59871601,-117.74706413
"104","Aliso Viejo","Verified",1,"I01-11216-3",,2023-07-20,,"Pooled or Ponded","Yes","Direct Connection","None","Not A Priority",,2550,,,,"Not present","Not present","Area surrounding outfall is overgrown, unable to see contribution of outfall","Not Present (0 Items)",,,,,"Overgrown",33.59871601,-117.74706413
"105","San Juan Capistrano","Verified",1,"L01-618-5 (L01S09)",0.180631,2023-05-19,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Not A Priority",,8200,1.411765,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"Graffiti",33.501988,-117.64812
"106","San Juan Capistrano","Verified",1,"L01-618-5 (L01S09)",0.180631,2023-08-09,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","Biohazard","Not A Priority",,61680,0.568421,,"20% Or More Above Average Discharge","Not present","Not present","Dead mammal in flow path- potential biohazard. Temp: 26°C.","Moderate (11-50 Items)","In flow path of outfall",,,,"Graffiti",33.501988,-117.64812
"107","Orange Co","Verified",1,"L01-303-4",0.020775,2023-08-15,,,"Unknown",,,"Priority",47,,,,"Below Average Discharge","Not present","Not present","Cannot access due to overgrown vegetation",,,,,,"Overgrown",33.596022,-117.584659
"108","Orange Co","Verified",1,"L01-303-4",0.020775,2023-05-31,,"Other - See Comments","Unknown",,,"Priority",47,,,,"Below Average Discharge","Not present","Not present","Could not access",,"Within area surrounding outfall",,,,"Overgrown",33.596022,-117.584659
"109","Orange Co","Verified",1,"L01-303-2",0.07,2023-08-15,,,"Yes",,,"Priority",48,,,,"Equal","Not present","Not present","Severely overgrown; could not access outfall from north or south side of course",,,,,,"Overgrown",33.59293399,-117.58507153
"110","Orange Co","Verified",1,"L01-303-2",0.07,2023-05-31,,"Pooled or Ponded","Yes","Direct Connection",,"Priority",48,,,,"Equal","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.59293399,-117.58507153
"111","Rancho Santa Margarita","Verified",1,"L01-218-1",,2023-06-13,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,,"Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,,,"Overgrown",33.63184411,-117.56329544
"112","San Clemente","Verified",1,"M01-042-1 (M01S01)",0.013196,2023-09-08,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","Oil sheen","Priority",54,,0.003246,,"Below Average Discharge","Not present","Not present","Conductivity shown in pictures, dashed lines. Thick oil like sheen on surface Thick milky substance flowing out of outfall and covering surface of dissipator Gate above requires code for lock, instead access by foot through soccer field","Sparse (<10 Items)","Within area surrounding outfall","Yes",,1,"Graffiti",33.45444672,-117.62344422
"113","San Clemente","Verified",1,"M01-042-1 (M01S01)",0.013196,2023-08-30,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","Other - see comments","Priority",54,19294,0.005,0.002,"Below Average Discharge","Surface scum","Surface scum","Yellow/white film","Not Present (0 Items)",,"Yes",,1,"Graffiti",33.45444672,-117.62344422
"114","San Clemente","Verified",1,"M01-042-1 (M01S01)",0.013196,2023-06-15,,"Flowing","Yes","Undetermined",,"Priority",54,27498,0.005769,0.002,"Below Average Discharge","Yellow tint","Yellow tint",,"Sparse (<10 Items)","In flow path of outfall","Yes",,1,"Graffiti",33.45444672,-117.62344422
"115","Aliso Viejo","Verified",1,"J01-9082-2",0.170103,2023-09-06,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",57,1240,0.153191,,"Below Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Not Present (0 Items)",,"Yes",,1,"None",33.5815891,-117.74576013
"116","Aliso Viejo","Verified",1,"J01-9082-2",0.170103,2023-04-27,,"Flowing","Yes",,,"Priority",57,,0.872354,0.017,"Below Average Discharge","Not present","Not present",,,,"Yes",,1,,33.5815891,-117.74576013
"117","Aliso Viejo","Verified",1,"J01-9082-2",0.170103,2023-08-09,"Major Fraction (>50%)","Flowing","Yes","Partial - Significant Distance",,"Priority",57,972,0.105,,"Below Average Discharge","Brown ""tea"" tint","Not present",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,1,,33.5815891,-117.74576013
"118","Aliso Viejo","Verified",1,"J01-9082-2",0.170103,2023-05-30,,"Flowing","Yes","Undetermined",,"Priority",57,1204,,,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,"Yes",,1,"None",33.5815891,-117.74576013
"119","Dana Point","Verified",1,"L01-726-6",0,2023-06-06,"Small Fraction (<10%)","Dry","Unknown","Undetermined","None","Not A Priority",,,,,"Equal","Not present","No ponding","outfall closed. can not look into covering. rusted metal covering",,,,,,"None",33.47619715,-117.67924614
"120","Dana Point","Verified",1,"L01-726-6",0,2023-08-08,"Small Fraction (<10%)","Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.47619715,-117.67924614
"121","Aliso Viejo","Verified",1,"J01-9082-3",0.005053,2023-08-09,,"Dry","Unknown",,"None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.58158523,-117.74573687
"122","Aliso Viejo","Verified",1,"J01-9082-3",0.005053,2023-04-27,,"Dry","Unknown",,,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,,,,,,,33.58158523,-117.74573687
"123","Aliso Viejo","Verified",1,"J01-9082-3",0.005053,2023-05-30,,"Dry","Unknown",,"None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.58158523,-117.74573687
"124","Rancho Santa Margarita","Verified",1,"L01-218-4",0.026115,2023-08-10,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,2504,0.059063,,"20% Or More Above Average Discharge","Not present","Not present","Temp: 25°C","Not Present (0 Items)",,,,,"None",33.63861941,-117.5692492
"125","Rancho Santa Margarita","Verified",1,"L01-218-4",0.026115,2023-06-13,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",48,2623,,0.01,"20% Or More Above Average Discharge","Not present","Not present","232 oz in 25 seconds","Sparse (<10 Items)","In flow path of outfall",,,,,33.63861941,-117.5692492
"126","Orange Co","Verified",1,"L01-391-3",0.012479,2023-05-31,,"Pooled or Ponded","Unknown","Direct Connection",,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,,33.57839188,-117.58682518
"127","Orange Co","Verified",1,"L01-391-3",0.012479,2023-08-15,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present","Unable to access outfall due to overgrown vegetation",,,,,,"Overgrown",33.57839188,-117.58682518
"128","Lake Forest","Verified",1,"J01-9275-1",0.003,2023-07-27,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,,33.64907787,-117.66135278
"129","Lake Forest","Verified",1,"J01-9275-1",0.003,2023-08-29,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,,33.64907787,-117.66135278
"130","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-07-25,,"Flowing","Yes",,"None","Priority",54,1938,,,"Below Average Discharge","Not present","Not present",,"Abundant (>50 Items)","In flow path of outfall",,"Yes",,"Graffiti",33.64644918,-117.65579732
"131","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-08-08,,"Flowing","Yes","Undetermined","None","Priority",54,,0.107263,,"Below Average Discharge","Chocolate milk","Chocolate milk",,"Moderate (11-50 Items)","In flow path of outfall",,"Yes",,"Graffiti",33.64644918,-117.65579732
"132","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-07-18,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",54,1937,0.044444,0.016,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,"Yes",,"Graffiti",33.64644918,-117.65579732
"133","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2022-11-08,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",54,85,,,"Below Average Discharge","Not present","Not present","Turb is 28.6 NTU","Sparse (<10 Items)","In flow path of outfall",,"Yes",,,33.64644918,-117.65579732
"134","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-05-22,,"Flowing","Yes",,,"Priority",54,,0.092221,,"Below Average Discharge","Not present","Not present",,,,,"Yes",,,33.64644918,-117.65579732
"135","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-07-11,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",54,1614,0.027883,0.026,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,"Yes",,"Graffiti",33.64644918,-117.65579732
"136","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2023-08-01,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",54,1343,0.055618,,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,"Yes",,"None",33.64644918,-117.65579732
"137","Mission Viejo","Verified",1,"J07-9109-4 (J07P02)",0.181584,2022-11-03,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",54,2189,0.012,,"Below Average Discharge","Not present","Not present","Mud in dissipator","Moderate (11-50 Items)","In flow path of outfall",,"Yes",,,33.64644918,-117.65579732
"138","Mission Viejo","Verified",2,"J07-9109-4 (J07P02)",0.181584,2022-11-09,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",54,1718,0.6513,,"Below Average Discharge","Not present","Brown ""tea"" tint","Layer of sediment in dissipator. Turb is 7.57 NTU","Moderate (11-50 Items)","In flow path of outfall",,"Yes",,"Graffiti",33.64644918,-117.65579732
"139","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,4560,0.091837,0.023,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,"Yes",,"None",33.56274915,-117.67587321
"140","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,4560,0.091837,0.064,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,"Yes",,"None",33.56274915,-117.67587321
"141","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,2192,0.105943,0.023,"20% Or More Above Average Discharge","Not present","Not present","Flow measurements taken at end of outfall","Sparse (<10 Items)","In flow path of outfall",,"Yes",,"None",33.56274915,-117.67587321
"142","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,2192,0.105943,0.064,"20% Or More Above Average Discharge","Not present","Not present","Flow measurements taken at end of outfall","Sparse (<10 Items)","In flow path of outfall",,"Yes",,"None",33.56274915,-117.67587321
"143","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-09-01,,"Flowing","Yes","Direct Connection","None","Priority",48,2045,0.216867,,"20% Or More Above Average Discharge","Not present","Not present","24.2 degrees C","Not Present (0 Items)",,,"Yes",,"None",33.56274915,-117.67587321
"144","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-02-16,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",48,3861,0.081,,"20% Or More Above Average Discharge","Not present","Yellow tint","Turb: 10.9","Moderate (11-50 Items)","In flow path of outfall",,"Yes",,"None",33.56274915,-117.67587321
"145","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,2502,0.114545,0.023,"20% Or More Above Average Discharge","Not present","Not present","Yellow tinted water. Flow measurements taken at mouth of outfall","Sparse (<10 Items)","Within area surrounding outfall",,"Yes",,"None",33.56274915,-117.67587321
"146","Laguna Niguel","Verified",1,"L03-708-11 (L03P05)",0.133895,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",48,2502,0.114545,0.064,"20% Or More Above Average Discharge","Not present","Not present","Yellow tinted water. Flow measurements taken at mouth of outfall","Sparse (<10 Items)","Within area surrounding outfall",,"Yes",,"None",33.56274915,-117.67587321
