Facility Identifier,Accessibility,GlobalID,Area (Acres),LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
L02-641-1,Easily accessible,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},926.3450003,Left pipe - Antonio Parkway and El Prado,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,641,L02,1,0,RANCHO SANTA MARGARITA,SOUTH,2,3,2016-06-30T07:00:00Z,2016-07-14T07:00:00Z,NA,-117.5948862,33.63111659,Yes,L02-641-1,NA,1,15,0.027746,Below Average Discharge,1.45666666,0.0232,5.07666666,0.050143,0.40678,0.0054,63,NA,NA,1,NA,NA
L02-641-2,Easily accessible,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},926.3450003,Right pipe - Antonion Parkway and El Prado,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,641,L02,1,0,RANCHO SANTA MARGARITA,SOUTH,2,3,2016-06-30T07:00:00Z,2016-07-14T07:00:00Z,NA,-117.5948529,33.6311147,Yes,L02-641-2,NA,1,20,0.6,20% Or More Above Average Discharge,1.4825,0.073115,2.89835,0.339039,2.016,0.0315,71,NA,NA,1,NA,NA
L03-074-1 (L03B01),Easily accessible,{49BB3F7E-1B73-4CC3-93B9-49EF1F708BBE},303.1095665,L03B01,60,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,74,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6388447,33.63832178,Yes,L03-074-1 (L03B01),NA,1,18,0.06606,Below Average Discharge,1.62722222,0.10926111,7.89666666,0.197334,0.765,0.024,71,NA,NA,NA,NA,1
L03-074-2,Easily accessible,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},NA,4230Added ,42,2022-10-04T00:33:07Z,OCENVRESUSER,NA,NA,74,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6417634,33.63947149,Yes,L03-074-2,NA,1,7,0.006083,Below Average Discharge,0.81,0.04365128,13.69714285,0.016608,0.036,0.004286,36,NA,NA,NA,NA,NA
L03-141-1,Easily accessible,{14CC37CD-8D1D-4824-B51F-D5A645DF23CC},896.1474049,Daylight of Oso Creek,84,2022-10-04T00:33:24Z,OCENVRESUSER,NA,NA,141,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-06-02T07:00:00Z,2016-06-16T07:00:00Z,NA,-117.6343922,33.65655719,Yes,L03-141-1,NA,1,10,0.12,20% Or More Above Average Discharge,1.78,0.087,22.02,0.072246,0.18,0.005143,66,NA,NA,NA,NA,NA
L03-141-2,Difficult accessibility,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},NA,Behind gate of daylight Oso Creek,43,2022-10-04T00:33:29Z,OCENVRESUSER,NA,NA,141,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6343942,33.6565667,Yes,L03-141-2,NA,2,3,0.002,Below Average Discharge,0.4,0.01333333,8,0.005866,0.012,0.002,43,NA,NA,NA,NA,NA
L03-141-3,Difficult accessibility,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},NA,"Behind gate of daylight Oso Creek.  Discharges directly to Oso Reservoir Outlet, not MS4",60,2022-10-04T00:33:31Z,OCENVRESUSER,NA,NA,141,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6343784,33.65655533,Yes,L03-141-3,NA,2,3,0.00375,Below Average Discharge,0.63333333,0.01333333,5.33333333,0.01245,0.024,0.00375,57,NA,NA,NA,NA,NA
L03-142-1 (L03P24),Inaccessible,{82E345FE-8901-4935-B75E-BDD689E85A6F},255.6287671,L03P24,66,2022-10-03T23:55:07Z,OCENVRESUSER,NA,NA,142,L03,1,0,RANCHO SANTA MARGARITA,SOUTH,1,NA,NA,NA,NA,-117.6208048,33.66841886,Unknown,L03-142-1 (L03P24),NA,2,9,0.024,20% Or More Above Average Discharge,0.56666666,0.01833333,4.56555555,0.018174,0.036,0.0012,NA,NA,NA,NA,NA,NA
L03-172-2,Easily accessible,{F5690724-C245-4E1E-8E50-C527FA115971},46.50852925,NA,36,2022-10-03T23:55:30Z,OCENVRESUSER,NA,NA,172,L03,1,0,MISSION VIEJO,SOUTH,1,NA,NA,NA,NA,-117.6388453,33.65145815,Yes,L03-172-2,NA,1,9,0.010783,Below Average Discharge,0.50333333,0.02111111,6.63333333,0.013291,0.072,0.003,NA,NA,NA,NA,NA,NA
L03-172-3,Difficult accessibility,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,4688Added,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,172,L03,1,0,MISSION VIEJO,SOUTH,NA,NA,NA,NA,NA,-117.6375105,33.65111943,Yes,L03-172-3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L03-214-2 (L03P18),Easily accessible,{694200E0-F61E-493C-B4FD-35F10C96F460},3541.184916,NA,96,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,214,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-05-31T07:00:00Z,2016-06-14T07:00:00Z,NA,-117.6423151,33.6237248,Yes,L03-214-2 (L03P18),NA,1,21,0.542857,Below Average Discharge,1.86285714,0.22428571,3.31619047,0.596516,1.269767,0.252,75,NA,NA,1,NA,1
L03-240-1 (L03P14),Easily accessible,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},343.9400436,Daylight of Jeronimo Creek.  Jeronimo Open Space ,60,2022-11-17T19:43:56Z,OCPWPublisher,NA,NA,240,L03,1,0,MISSION VIEJO,SOUTH,2,3,2017-05-05T00:00:00Z,2017-08-14T00:00:00Z,NA,-117.637077,33.61519068,Yes,L03-240-1 (L03P14),NA,1,16,0.123664,20% Or More Above Average Discharge,0.97375,0.04104375,13.26375,0.025068,0.123664,0.0031,46,NA,NA,NA,NA,NA
L03-241-3,Difficult accessibility,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},722.0695908,Daylight of Jeronimo Creek,18,2023-09-28T18:44:08Z,OCPWPublisher,NA,NA,241,L03,1,0,MISSION VIEJO,SOUTH,1,NA,NA,NA,NA,-117.6479066,33.60617913,Yes,L03-241-3,NA,2,3,0.1848,Below Average Discharge,1.14666666,0.16666666,3.78333333,0.329327,0.418065,0.1848,NA,NA,NA,NA,NA,NA
L03-241-4,Easily accessible,{47F716AD-32FA-4E10-9846-98471CD662B4},209.4972179,L03P14,42,2023-01-14T18:18:19Z,OCPWPublisher,NA,NA,241,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6441123,33.60923197,Yes,L03-241-4,NA,1,13,0.046635,20% Or More Above Average Discharge,0.54615384,0.021,6.72923076,0.012278,0.046635,0,45,NA,NA,NA,NA,NA
L03-316-1,Easily accessible,{085CE6CF-F6A5-4D42-8E70-84B8F03CB7C2},22.65150986,NA,42,2022-10-04T00:34:17Z,OCENVRESUSER,NA,NA,316,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6596681,33.59093498,Yes,L03-316-1,NA,1,15,0.008129,Below Average Discharge,0.54666666,0.02266666,4.04666666,0.036202,0.18,0.001286,59,NA,NA,NA,NA,NA
L03-316-2,Easily accessible,{3F70559C-0FAD-4D97-9983-A4BA1217498F},143.0414558,NA,36,2022-10-04T00:34:18Z,OCENVRESUSER,NA,NA,316,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6594575,33.59093104,Yes,L03-316-2,NA,1,15,0.174138,20% Or More Above Average Discharge,0.734,0.02256666,6.78533333,0.023061,0.174138,4.00E-04,34,NA,NA,NA,NA,NA
L03-316-3 (L03P12),Easily accessible,{ADF910F2-1925-4DDA-B329-3228C543E1CB},361.4238001,L03P12 - La Paz Rd,78,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,316,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-06-16T07:00:00Z,2016-06-30T07:00:00Z,NA,-117.6559023,33.59602196,Yes,L03-316-3 (L03P12),NA,1,23,0.223834,Below Average Discharge,0.9973913,0.08826086,2.84608695,0.2691,0.725373,0.0585,77,NA,NA,1,NA,1
L03-316-4,Easily accessible,{013DEF0D-A524-413F-A01F-3700B35EEACE},44.10840687,L03P12,36,2023-01-14T18:28:13Z,OCPWPublisher,NA,NA,316,L03,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6560801,33.59616259,Yes,L03-316-4,NA,1,13,0.004,Below Average Discharge,0.42461538,0.01615384,11.5,0.019996,0.216,1.25E-04,43,NA,NA,NA,NA,NA
L03-418-1,Easily accessible,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},123.7143081,NA,36,2022-10-04T00:34:52Z,OCENVRESUSER,3,8,418,L03,1,0,LAGUNA NIGUEL,SOUTH,2,NA,NA,NA,NA,-117.6744682,33.54734682,Yes,L03-418-1,NA,1,16,0.019409,Below Average Discharge,2.703125,0.018875,5.62125,0.063426,0.375,0.00528,50,NA,NA,NA,NA,NA
L03-418-2,Unsafe accessibility,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},NA,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,1,0,LAGUNA NIGUEL,SOUTH,1,NA,NA,NA,NA,-117.6759911,33.55409343,Unknown,L03-418-2,NA,3,6,0.00125,Below Average Discharge,0.48333333,0.0155,13.1,0.006795,0.017333,0.00125,NA,NA,NA,NA,NA,NA
L03-418-3,Unsafe accessibility,{22376DF3-FDA8-47F9-A88E-F80545512E84},6.6378544,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,1,0,LAGUNA NIGUEL,SOUTH,1,NA,NA,NA,NA,-117.6759611,33.55476752,Unknown,L03-418-3,NA,3,3,0,Below Average Discharge,0.2,0.00666666,16,7.22E-04,0.00175,0,NA,NA,NA,NA,NA,NA
L03-418-8,Difficult accessibility,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},210.5484218,NA,66,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,418,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-06-16T07:00:00Z,2016-06-30T07:00:00Z,NA,-117.6763089,33.5575697,Yes,L03-418-8,NA,2,23,0.104539,Below Average Discharge,1.19869565,0.079,5.07652173,0.142936,0.803678,0.024,61,NA,NA,1,NA,1
L03-455-2,Easily accessible,{7E6762BC-9D48-4526-9D88-1BEE27C84D0A},45.63681477,NA,NA,2022-10-03T23:57:45Z,OCENVRESUSER,78,36,455,L03,1,1,SAN JUAN CAPISTRANO,SOUTH,1,NA,NA,NA,NA,-117.6756802,33.53743191,Unknown,L03-455-2,NA,1,13,0,Below Average Discharge,0.2876923,0.00630769,4.67692307,0.005791,0.041379,0,NA,NA,NA,NA,NA,NA
L03-455-3 (L03P37),Easily accessible,{EA609467-FD74-48DE-8B48-BB275FE1F19A},72.14698507,L03P37,66,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,455,L03,1,0,SAN JUAN CAPISTRANO,SOUTH,1,NA,NA,NA,NA,-117.6755821,33.53870259,Unknown,L03-455-3 (L03P37),NA,1,15,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
L03-455-4,Easily accessible,{600BD74A-455E-480D-969C-2F0102B60635},NA,NA,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,455,L03,1,0,SAN JUAN CAPISTRANO,SOUTH,1,NA,NA,NA,NA,-117.6754624,33.5397457,Unknown,L03-455-4,NA,1,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
L03-455-5,Easily accessible,{B01BBCF8-264F-4698-9E95-E51471EACBB1},23.75471305,NA,36,2022-10-04T00:35:14Z,OCENVRESUSER,NA,NA,455,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-08-11T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.6750535,33.54240864,Unknown,L03-455-5,NA,1,13,0,Below Average Discharge,0.34538461,0.01153846,4.23076923,0.006815,0.02544,0,41,NA,NA,NA,NA,NA
L03-455-6,Easily accessible,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},5.33953354,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,3,6,455,L03,1,1,LAGUNA NIGUEL,SOUTH,1,NA,NA,NA,NA,-117.6748569,33.54323122,Unknown,L03-455-6,NA,1,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
L03-455-7,Easily accessible,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},64.2143521,NA,36,2022-10-04T00:35:24Z,OCENVRESUSER,NA,NA,455,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-08-11T07:00:00Z,2016-09-01T07:00:00Z,NA,-117.6746664,33.54509046,Yes,L03-455-7,NA,1,17,0.023762,Below Average Discharge,0.57411764,0.03882352,3.13411764,0.052896,0.204,0.008,56,NA,NA,NA,NA,NA
L03-497-1,Difficult accessibility,{3B384AB3-B2C5-46A8-ADAD-9627DEDCF2CB},45.51756325,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,497,L03,1,0,SAN JUAN CAPISTRANO,SOUTH,1,NA,NA,NA,NA,-117.6794198,33.52652029,Unknown,L03-497-1,NA,2,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
L03-662-1,Difficult accessibility,{B513414F-444B-44D6-A7C7-D5437FDBC543},86.290944,NA,48,2023-07-13T23:33:11Z,OCENVRESUSER,NA,NA,662,L03,1,0,MISSION VIEJO,SOUTH,1,NA,NA,NA,NA,-117.6502019,33.61812771,Yes,L03-662-1,NA,2,6,0.018,Below Average Discharge,0.30833333,0.0295,3,0.022101,0.045,0.01,NA,NA,NA,NA,NA,NA
L03-662-3 (L03P16),Easily accessible,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},436.6483245,Daylight of Oso Creek at Casta del Sol Golf Course,60,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,662,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-05-31T07:00:00Z,2016-06-14T07:00:00Z,NA,-117.6482508,33.62464864,Yes,L03-662-3 (L03P16),NA,1,16,0.114074,Below Average Discharge,1.16,0.0844375,4.49375,0.16059,0.378135,0.033333,82,NA,NA,1,NA,NA
L03-691-1 (L03P09),Easily accessible,{A46C6F40-FDBC-4070-86ED-866644B07428},505.0272419,L03P09,90,2022-10-04T00:35:46Z,OCENVRESUSER,NA,NA,691,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-06-15T07:00:00Z,2016-06-30T07:00:00Z,NA,-117.6620071,33.58531041,Yes,L03-691-1 (L03P09),NA,1,12,0.10098,Below Average Discharge,2.575,0.29833333,43.34333333,0.31644,0.577778,0.10098,39,NA,NA,NA,NA,NA
L03-693-1 (L03P11),Easily accessible,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},279.8121048,L03P11,60,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,693,L03,1,0,MISSION VIEJO,SOUTH,2,3,2016-07-01T07:00:00Z,2016-07-18T07:00:00Z,NA,-117.6557352,33.59775734,Yes,L03-693-1 (L03P11),NA,1,19,0.112,Below Average Discharge,0.78789473,0.05842105,2.5968421,0.114855,0.532895,0,55,NA,NA,NA,NA,1
L03-708-1,Easily accessible,{44E024D0-D161-42C4-B953-3B26BC5AB579},108.9890025,NA,36,2022-10-04T00:35:52Z,OCENVRESUSER,NA,NA,708,L03,1,0,LAGUNA NIGUEL,SOUTH,2,NA,NA,NA,NA,-117.6765187,33.55750288,Yes,L03-708-1,NA,1,13,0.029,20% Or More Above Average Discharge,0.76,0.0466923,13.03076923,0.018177,0.051,3.00E-04,45,NA,NA,NA,NA,NA
L03-708-11 (L03P05),Easily accessible,{D0B00686-BBBD-4543-B725-46856EE3A1A0},171.707788,L03P05,60,2022-10-05T21:22:31Z,OCENVRESUSER,NA,NA,708,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-10-12T07:00:00Z,2016-12-01T08:00:00Z,NA,-117.6758732,33.56274915,Yes,L03-708-11 (L03P05),NA,1,25,0.216867,20% Or More Above Average Discharge,0.8948,0.0584,3.9712,0.133895,1.2,0.010822,48,NA,NA,NA,1,NA
L03-708-13,Easily accessible,{20164D58-A077-45A1-8D67-D8C0FBC284B8},64.06432828,"60"" @ Camino Capistrano",60,2022-10-04T00:36:16Z,OCENVRESUSER,NA,NA,708,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-10-12T07:00:00Z,2016-11-16T08:00:00Z,NA,-117.6738002,33.5646113,Yes,L03-708-13,NA,1,14,0.141667,20% Or More Above Average Discharge,0.77285714,0.04821428,5.48642857,0.056238,0.141667,0.009,37,NA,NA,NA,NA,NA
L03-708-5,Easily accessible,{80131D44-20B9-48C8-962C-C75A86DACEB2},28.84826742,NA,36,2022-10-04T00:36:18Z,OCENVRESUSER,NA,NA,708,L03,1,0,LAGUNA NIGUEL,SOUTH,2,NA,NA,NA,NA,-117.6765599,33.56113153,Unknown,L03-708-5,NA,1,10,0,Below Average Discharge,0.13,0.011,5.8,0.006287,0.0375,0,43,NA,NA,NA,NA,NA
L03-708-9,Easily accessible,{FD9D5E93-9C46-49EC-B628-B56D1864239C},NA,NA,48,2022-10-04T00:36:22Z,OCENVRESUSER,NA,NA,708,L03,1,0,LAGUNA NIGUEL,SOUTH,2,3,2016-11-16T08:00:00Z,2016-12-28T08:00:00Z,NA,-117.6759516,33.56260598,Yes,L03-708-9,NA,1,18,0.053774,Above Average Discharge,0.99777777,0.04766666,6.98888888,0.048275,0.15,0.00525,53,NA,NA,NA,NA,NA
L04-136-1u (L04P07),Easily accessible,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},NA,upstream of L04-136-1,NA,2022-10-04T23:32:45Z,OCENVRESUSER,NA,NA,136,L04,1,1,MISSION VIEJO,SOUTH,1,2,2016-07-01T15:19:11Z,2016-07-01T15:19:21Z,NA,-117.679023,33.6084557,Yes,L04-136-1u (L04P07),NA,1,7,0.226573,Below Average Discharge,1.82857142,0.1,4.98,0.228296,0.52,0.09,NA,NA,NA,NA,NA,NA
L04-266-1,Easily accessible,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},54.2802175,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,266,L04,1,0,MISSION VIEJO,SOUTH,1,NA,NA,NA,NA,-117.6723963,33.60525713,Yes,L04-266-1,NA,1,1,0.00225,Equal,0.3,0.01,8,0.00225,0.00225,0.00225,NA,NA,NA,NA,NA,NA
L04-266-5,Difficult accessibility,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},577.8525761,Daylight of La Paz Channel.  Edited size from 84”.  south-east corner of intersection Jeronimo Road with Montilla,78,2023-07-05T16:25:41Z,OCPWPublisher,NA,NA,266,L04,1,0,MISSION VIEJO,SOUTH,2,3,2016-06-30T07:00:00Z,2016-07-18T07:00:00Z,NA,-117.6688803,33.60731715,Yes,L04-266-5,NA,2,19,0.505135,Above Average Discharge,3.33473684,0.43368421,22.59368421,0.458897,0.807692,0.143375,96,NA,NA,1,NA,1
L04-301-1 (L04P08),Easily accessible,{214EC75B-5777-4611-BDFC-D8AD310BF1D9},191.8360791,L04P08,48,2022-10-04T00:36:53Z,OCENVRESUSER,NA,NA,301,L04,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6743862,33.59956672,Yes,L04-301-1 (L04P08),NA,1,7,0.007,Below Average Discharge,0.69285714,0.02285714,5.90428571,0.034968,0.166154,0.003,52,NA,NA,NA,NA,NA
L04-672-1,Difficult accessibility,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,access at Minerva,84,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,672,L04,1,2,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.680662,33.612238,Yes,L04-672-1,NA,2,10,0.121558,Below Average Discharge,1.015,0.0682,2.033,0.213365,0.384,0.109412,64,NA,NA,1,NA,NA
L04-702-1 (L04P02),Easily accessible,{7FD1636E-ED34-4FE6-8232-0809F76D4268},84.3662671,L04P02,48,2022-10-04T00:36:58Z,OCENVRESUSER,NA,NA,702,L04,1,0,MISSION VIEJO,SOUTH,2,NA,NA,NA,NA,-117.6732684,33.58054037,Yes,L04-702-1 (L04P02),NA,1,9,0,Below Average Discharge,0.74,0.05,11.55555555,0.019946,0.057143,0,43,NA,NA,NA,NA,NA
L04-702-4,Easily accessible,{9429FA86-6A47-441F-8775-95A2DA9CACC7},374.7745907,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,702,L04,1,0,MISSION VIEJO,SOUTH,1,NA,NA,NA,NA,-117.6733936,33.58274692,Unknown,L04-702-4,NA,1,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
L05-049-1,Easily accessible,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},478.273561,Horno/u,108,2022-10-05T21:23:38Z,OCENVRESUSER,NA,NA,49,L05,1,0,ORANGE CO,SOUTH,2,3,2016-12-12T00:00:00Z,2017-01-26T00:00:00Z,NA,-117.6461891,33.53474971,Yes,L05-049-1,NA,1,22,0.220708,Below Average Discharge,2.04363636,0.10083181,4.0940909,0.996847,16.8,0.0396,65,NA,NA,1,1,NA
L05-049-2,Easily accessible,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},NA,Receiving water - Horno Creek,NA,2022-05-19T15:43:40Z,OCENVRESUSER,142,142,49,L05,3,1,ORANGE CO,SOUTH,1,NA,NA,NA,NA,-117.6461501,33.53473606,Yes,L05-049-2,NA,1,4,0.266129,Below Average Discharge,3.0375,0.076,4.675,0.286313,0.471273,0.17325,NA,NA,NA,NA,NA,NA
L05-489-3,Easily accessible,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},1832.4725,Horno_OUT,NA,2022-10-05T21:12:21Z,OCENVRESUSER,22,15,489,L05,1,1,ORANGE CO,SOUTH,2,NA,NA,NA,NA,-117.6465378,33.52980214,Yes,L05-489-3,NA,1,25,1.1151,20% Or More Above Average Discharge,2.1212,0.1434,2.8024,0.807645,3.96,0.225,90,NA,NA,1,NA,1
L05-489-3d,Easily accessible,{AB8E0D12-8F63-49AB-B36D-666D80A86575},1930.332115,Horno_Out_OCFS,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,1,1,ORANGE CO,SOUTH,NA,NA,NA,NA,NA,-117.6466248,33.52889781,Yes,L05-489-3d,NA,1,9,0.837126,Below Average Discharge,5.08555555,0.452,8.08222222,1.889189,4.525714,0.837126,NA,NA,NA,NA,NA,NA
L05-489-4,Easily accessible,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA,NA,48,2022-10-04T00:37:15Z,OCENVRESUSER,NA,NA,489,L05,1,0,ORANGE CO,SOUTH,2,NA,NA,NA,NA,-117.6460727,33.5293593,Yes,L05-489-4,NA,1,5,0.18565,Below Average Discharge,2.444,0.06406,11.27,0.205885,0.757026,0.01,36,NA,NA,NA,NA,NA
L05-489-7,Easily accessible,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},92.32955997,Pipe Upstream of Horno Basin,60,2022-10-04T00:37:19Z,OCENVRESUSER,NA,NA,489,L05,1,0,ORANGE CO,SOUTH,2,3,2016-09-01T07:00:00Z,2016-10-03T07:00:00Z,NA,-117.646724,33.53268584,Yes,L05-489-7,NA,1,15,0.093782,Above Average Discharge,1.08266666,0.06933333,5.47066666,0.093075,0.271698,0.0192,51,NA,NA,NA,NA,NA
L05-503-1,Easily accessible,{0D74C298-E380-451C-AD48-D54F338F6F15},NA,Marbella Country Club,54,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,503,L05,1,0,SAN JUAN CAPISTRANO,SOUTH,2,NA,NA,NA,NA,-117.657309,33.510673,Yes,L05-503-1,NA,1,8,0.255273,20% Or More Above Average Discharge,1.1225,0.055,6.96875,0.083576,0.255273,0.009,53,NA,NA,1,NA,NA
LC01-11446-1,Easily accessible,{3BF05356-3912-4A4C-A382-01CE34EA71C0},178.3326447,IRVCOVE,36,2022-10-04T00:02:22Z,OCENVRESUSER,NA,NA,11446,LC01,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.8159132,33.5540555,Yes,LC01-11446-1,NA,1,14,9.60E-04,Below Average Discharge,0.32714285,0.0125,5.82142857,0.014692,0.09,0,NA,NA,NA,NA,NA,NA
LC01-11480-1,Easily accessible,{08E9EDB0-D8A8-4F38-B83C-6928D509B836},NA,Crystal Cove at Moro Creek,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,NA,LC01,1,0,ORANGE CO,SOUTH,1,NA,NA,NA,NA,-117.8214538,33.5610309,Yes,LC01-11480-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC02-11508-2,Easily accessible,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},NA,Fisherman Cove,36,2023-10-18T16:37:37Z,OCENVRESUSER,NA,NA,11508,LC02,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.7953219,33.54553581,Yes,LC02-11508-2,NA,1,17,0.017333,Below Average Discharge,0.37647058,0.03223529,4.19294117,0.023365,0.066,0.004421,NA,NA,NA,NA,NA,NA
LC02-11508-3,Easily accessible,{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},319.6547613,Divers cove,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11508,LC02,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.7946238,33.54503213,Unknown,LC02-11508-3,NA,1,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
LC03-11515-1,Easily accessible,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA,Dumond ,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11515,LC03,1,0,LAGUNA BEACH,SOUTH,NA,NA,NA,NA,NA,-117.762756,33.519603,Unknown,LC03-11515-1,NA,1,7,0.039732,20% Or More Above Average Discharge,0.57142857,0.01714285,5.87571428,0.016796,0.039732,0.00135,NA,NA,NA,NA,NA,NA
LC04-11199-1,Inaccessible,{3DBCB0DE-8D31-4915-AB29-A58A276E7610},NA,Access at low tide from Dumond,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11199,LC04,1,1,LAGUNA BEACH,SOUTH,NA,NA,NA,NA,NA,-117.761276,33.516715,Unknown,LC04-11199-1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC05-11017-1,Easily accessible,{24F652D0-BF65-4204-9DC3-780FC50FFC89},63.88315303,AB-1,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11017,LC05,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.7553384,33.51296498,Unknown,LC05-11017-1,NA,1,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
