"","OBJECTID.x","Location.Description","Size.1","Last.Update.Date","Last.Editor","Size.2","Size.3","CatchID","DrainID","Inspection.Status","Facility.Type","Jurisdiction","Watershed.Management.Area","GlobalID","PRIORITY","Flow.Monitoring.Status","Flow.Monitoring.Deploy.Date","Flow.Monitoring.Return.Date","Next.Inspection.Date","POINT_X","POINT_Y","Persistent.Flow","Facility.Identifier.x","Survey.Link","Outfall.Capture.Feasibility.Study","Dry.Weather.Samples","Accessibility","Flow.Measurement.Count","Last.Discharge.Observation","Last.Discharge.Measurement.Trend","AVGFLOWWIDTH","AVGFLOWDEPTH","AVGFLOWVEL","AVGDISCHARGE","MAXDISCHARGE","MINDISCHARGE","GlobalID.y","Created.User","Created.Date","Last.Edited.User","Last.Edited.Date","OBJECTID.y","Area..Acres.","Facility.Identifier.y","Shape.STArea..","Shape.STLength.."
"33",33,"J01P30",84,"2021-08-27 19:38:54","OCPWPublisher",NA,NA,9008,"J01","Verified","Outfall","Aliso Viejo","South","{87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4}","Priority","Complete","2016-09-27 7:00:00","2016-11-16 8:00:00",NA,-117.7133093,33.57677172,"Yes","J01-9008-1 (J01P30)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={87FF3E7F-0CD3-43AB-8A99-DD46A197D6A4}&field:Station=J01-9008-1 (J01P30)","Yes","No","Easily accessible",16,0.06,"Below Average Discharge",1.8521875,0.15625,21.73125,0.114371,1.037143,0.013333,"{0889E65F-E406-4573-9352-8BFAA86E9CA9}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1127,211.5720904,"J01-9008-1 (J01P30)",9216051.541,13937.69001
"34",34,"J01TBN4",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10017,"J01","Verified","Outfall","Aliso Viejo","South","{3A09A49C-9DAA-4A66-898F-7D6115463F96}","Priority","","","",NA,-117.7170737,33.57090835,"Yes","J01-10017-1 (J01TBN4)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={3A09A49C-9DAA-4A66-898F-7D6115463F96}&field:Station=J01-10017-1 (J01TBN4)","No","No","Easily accessible",12,0.016667,"Above Average Discharge",1.15416666,0.050625,25.08333333,0.016372,0.0364,0.005143,"{F67F86E9-5E72-4CE5-B8A6-5D6AED823687}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1119,17.42256719,"J01-10017-1 (J01TBN4)",758924.668,3698.95643
"35",35,"J01TBN5",15,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10018,"J01","Verified","Outfall","Aliso Viejo","South","{15C5F8AF-5C9F-49A2-B6CA-F2EC6030B5F9}","Not A Priority","","","",NA,-117.7179776,33.56881722,"","J01-10018-1 (J01TBN5)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={15C5F8AF-5C9F-49A2-B6CA-F2EC6030B5F9}&field:Station=J01-10018-1 (J01TBN5)","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{07970AE5-1B22-4891-9ECC-2A320C4EEDCF}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1120,3.23424975,"J01-10018-1 (J01TBN5)",140883.4805,2003.409945
"36",36,"J01TBN6",0,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10019,"J01","Not-Found","Outfall","Aliso Viejo","South","{A628C928-7504-463F-B71A-9F28537FB823}","Not A Priority","","","",NA,-117.7182398,33.56532946,"Unknown","J01-10019-2 (J01TBN6)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A628C928-7504-463F-B71A-9F28537FB823}&field:Station=J01-10019-2 (J01TBN6)","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"J01TBN7",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9224,"J01","Verified","Outfall","Aliso Viejo","South","{DC61B3B6-6D40-47F8-92D7-8FE7CB907294}","Not A Priority","","","",NA,-117.7166387,33.56108035,"","J01-9224-3 (J01TBN7)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DC61B3B6-6D40-47F8-92D7-8FE7CB907294}&field:Station=J01-9224-3 (J01TBN7)","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"J01P25 - Laguna Niguel Skate and Soccer Park @ Alicia Pkwy",39,"2021-09-16 22:01:53","OCPWPublisher",NA,NA,9224,"J01","Verified","Outfall","Laguna Niguel","South","{7BFD7882-593A-4F10-AAF7-CC4B57726763}","Priority","Complete","2016-07-27 7:00:00","2016-08-11 7:00:00",NA,-117.7176799,33.55761613,"Yes","J01-9224-2 (J01P25)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7BFD7882-593A-4F10-AAF7-CC4B57726763}&field:Station=J01-9224-2","No","Yes","Easily accessible",14,0.144,"Above Average Discharge",1.02,0.10707142,13.27357142,0.104441,0.23504,0.044,"{B5E9F5D4-D7BB-4B4E-A283-170C219E053D}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1150,222.4672653,"J01-9224-2",9690643.875,14688.68292
"39",39,"J01P24 - Laguna Skate and Soccer Park at Alicia Pkwy",54,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9224,"J01","Verified","Outfall","Laguna Niguel","South","{0066DC99-7D9F-42BE-ABDB-C06A68E52A0F}","Priority","Complete","2016-07-20 7:00:00","2016-08-03 7:00:00",NA,-117.7177983,33.55648201,"Yes","J01-9224-1 (J01P24)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0066DC99-7D9F-42BE-ABDB-C06A68E52A0F}&field:Station=J01-9224-1","No","Yes","Easily accessible",14,0.0225,"Below Average Discharge",0.96257142,0.06517857,17.23571428,0.026107,0.09,0.0014,"{C73D4C00-85C5-41EE-B902-5B8B83A70474}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1149,222.4672653,"J01-9224-1",9690643.875,14688.68292
"40",40,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9144,"J01","Verified","Outfall","Aliso Viejo","South","{8CD95760-1A01-4B7C-B21E-1F16C78F6B04}","Not A Priority","","","",NA,-117.7183938,33.55580697,"","J01-9144-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8CD95760-1A01-4B7C-B21E-1F16C78F6B04}&field:Station=J01-9144-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{ABFD21A9-4715-47BC-B040-646024F6E8D8}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1147,4.09530093,"J01-9144-3",178390.7529,1685.688099
"41",41,"J01P23",96,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9144,"J01","Verified","Outfall","Laguna Niguel","South","{61303168-3951-41A3-9F99-5A1FBF0706F7}","Priority","","","",NA,-117.7189509,33.554894,"Yes","J01-9144-1 (J01P23)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={61303168-3951-41A3-9F99-5A1FBF0706F7}&field:Station=J01-9144-1 (J01P23)","No","No","Easily accessible",13,0.018,"Below Average Discharge",0.7976923,0.01865384,13.55384615,0.021476,0.146484,0.001,"{5734A470-16DA-4C6F-AA61-DE0460519C9E}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1145,175.4581519,"J01-9144-1 (J01P23)",7642933.282,14584.61144
"42",42,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9144,"J01","Verified","Outfall","Laguna Niguel","South","{E435F82E-ECA0-4BFB-A8EB-0142E98A9855}","Not A Priority","","","",NA,-117.718876,33.55499918,"","J01-9144-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E435F82E-ECA0-4BFB-A8EB-0142E98A9855}&field:Station=J01-9144-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{DF8F1B7D-C266-4D77-8B83-8C47183C3C87}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1146,1.86554194,"J01-9144-2",81262.75391,1290.456698
"43",43,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10041,"J01","Verified","Outfall","Laguna Niguel","South","{F1A86142-DBA4-42BB-8221-72A6C95051FD}","Not A Priority","","","",NA,-117.7186564,33.55488534,"","J01-10041-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F1A86142-DBA4-42BB-8221-72A6C95051FD}&field:Station=J01-10041-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9096,"J01","Not-Found","Outfall","Laguna Hills","South","{7824354E-0097-4F6A-AAB4-C94D938C0884}","Not A Priority","","","",NA,-117.7081768,33.58278435,"","J01-9096-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7824354E-0097-4F6A-AAB4-C94D938C0884}&field:Station=J01-9096-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9096,"J01","Not-Found","Outfall","Laguna Hills","South","{1413D2C3-58DC-45F2-B8AA-D5392651E317}","Not A Priority","","","",NA,-117.7078192,33.58302575,"","J01-9096-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1413D2C3-58DC-45F2-B8AA-D5392651E317}&field:Station=J01-9096-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9271,"J05","Verified","Outfall","Laguna Hills","South","{9F5547EB-7FE3-461F-9EBD-E58B4219028B}","Not A Priority","","","",NA,-117.7044913,33.58731405,"Yes","J05-9271-6","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={9F5547EB-7FE3-461F-9EBD-E58B4219028B}&field:Station=J05-9271-6","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9800,"J05","Verified","Outfall","Laguna Hills","South","{61C8BB11-6A81-453E-B067-468DF1EBE6F9}","Not A Priority","","","",NA,-117.7043949,33.58673335,"Unknown","J05-9800-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={61C8BB11-6A81-453E-B067-468DF1EBE6F9}&field:Station=J05-9800-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{6317254E-C28B-4DF8-BC21-43879FCD05CB}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1189,21.10635597,"J05-9800-1",919390.001,4486.75888
"48",48,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9800,"J05","Verified","Outfall","Laguna Hills","South","{B447E738-FF4A-4052-83BC-409EFD00CC89}","Not A Priority","","","",NA,-117.7015945,33.58919536,"Unknown","J05-9800-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B447E738-FF4A-4052-83BC-409EFD00CC89}&field:Station=J05-9800-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{C4431658-D530-4C6A-90D8-895007CC8CA0}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1190,25.47292658,"J05-9800-2",1109597.225,4854.959767
"49",49,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9066,"J01","Verified","Outfall","Mission Viejo","South","{44FB9709-D45F-44FA-A0BF-A0B51C5584F8}","Priority","","","",NA,-117.6928876,33.6093405,"Yes","J01-9066-1 (J01P04)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={44FB9709-D45F-44FA-A0BF-A0B51C5584F8}&field:Station=J01-9066-1","No","No","Easily accessible",9,0.0024,"Below Average Discharge",0.80555555,0.0328,10.92666666,0.018322,0.052,0.0014,"{1C822749-11E7-427B-95C1-97EA863AD9D5}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1136,82.12170635,"J01-9066-1",3577210.382,14245.74823
"50",50,"J01P03",81,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9066,"J01","Verified","Outfall","Mission Viejo","South","{F7A1B2B3-02A7-4B84-A84B-A6BA19C83F0B}","Priority","Complete","2016-07-27 7:00:00","2016-08-11 7:00:00",NA,-117.6927683,33.61059435,"Yes","J01-9066-2 (J01P03)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F7A1B2B3-02A7-4B84-A84B-A6BA19C83F0B}&field:Station=J01-9066-2 (J01P03)","Yes","Yes","Easily accessible",20,0.048,"Below Average Discharge",1.09935,0.046925,4.329,0.080773,0.214286,0.027097,"{DAB73224-5A4E-4198-BD92-D053A16664F2}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1137,420.3493093,"J01-9066-2 (J01P03)",18310358.86,21320.38516
"51",51,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9066,"J01","Verified","Outfall","Lake Forest","South","{EA507FFF-90B9-4B7C-A25C-4FCAE97A9C80}","Not A Priority","","","",NA,-117.6929615,33.61102628,"","J01-9066-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={EA507FFF-90B9-4B7C-A25C-4FCAE97A9C80}&field:Station=J01-9066-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"El Toro Park - Muirlands and Los Alisos",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9785,"J01","Verified","Outfall","Lake Forest","South","{91338D15-19F3-4699-83FA-4C17B2C07214}","Priority","","","",NA,-117.693665,33.61716175,"Yes","J01-9785-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={91338D15-19F3-4699-83FA-4C17B2C07214}&field:Station=J01-9785-1","No","Yes","Easily accessible",6,0.001,"Below Average Discharge",1.29,0.01583333,38.21666666,0.008234,0.026959,0.000846,"{72B625B0-3863-48ED-ACBA-798B8EB13213}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1166,21.25657462,"J01-9785-1",925933.5068,4200.63049
"53",53,"J01P32",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9359,"J01","Verified","Outfall","Lake Forest","South","{0C412167-0198-4A3A-BF90-BC6661F03204}","Not A Priority","","","",NA,-117.6893866,33.62287913,"Unknown","J01-9359-1 (J01P32)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0C412167-0198-4A3A-BF90-BC6661F03204}&field:Station=J01-9359-1 (J01P32)","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{9EA24667-4EAC-4478-8437-80C1CBFB933B}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1159,4.04998514,"J01-9359-1 (J01P32)",176416.8037,1798.589621
"54",54,"Overflow for storm flow (90% of time it is closed) - no need to inspect  ",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9359,"J01","Removed From Inventory","Outfall","Lake Forest","South","{3331432E-118F-4592-A1B3-BE999F86DE7A}","Not A Priority","","","",NA,-117.6892889,33.62281287,"","J01-9359-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={3331432E-118F-4592-A1B3-BE999F86DE7A}&field:Station=J01-9359-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{20BAB4C5-7B37-4A6D-9E1A-28EA6C1578E4}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1160,18.07269143,"J01-9359-2",787243.9844,3672.508553
"55",55,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9058,"J01","Verified","Outfall","Lake Forest","South","{E1103331-8036-4F77-BC91-180C7034DBA9}","Not A Priority","","","",NA,-117.684563,33.62692254,"","J01-9058-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E1103331-8036-4F77-BC91-180C7034DBA9}&field:Station=J01-9058-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{443BF20A-3F21-42BE-A8F1-C71742983966}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1135,2.33833105,"J01-9058-1",101857.3828,1312.358519
"56",56,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10006,"J01","Verified","Outfall","Lake Forest","South","{F79CDE56-859F-4A33-BFA7-8A7FFBF9055A}","Not A Priority","","","",NA,-117.6836706,33.62836754,"Yes","J01-10006-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F79CDE56-859F-4A33-BFA7-8A7FFBF9055A}&field:Station=J01-10006-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{500935D0-21E3-4D15-8F65-8902EA650520}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1117,23.20308578,"J01-10006-1",1010723.269,4090.31972
"57",57,"Munger - Trabuco Rd and El Toro Rd",96,"2021-07-16 18:12:34","OCENVRESUSER",5.5,9,10004,"J01","Verified","Box","Lake Forest","South","{2B86E2C7-7931-456A-BDF6-8E5B829C36D2}","Priority","Complete","2016-07-19 7:00:00","2016-08-02 7:00:00",NA,-117.6769005,33.63341124,"Yes","J01-10004-1 (J01P01)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2B86E2C7-7931-456A-BDF6-8E5B829C36D2}&field:Station=J01-10004-1","No","Yes","Easily accessible",11,1.766091,"Above Average Discharge",3.93090909,0.44181818,24.68818181,0.36068,1.766091,0.124,"{42FE5909-73A8-4B37-8604-6314064022E6}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1115,479.8877595,"J01-10004-1",20903845.66,33917.7627
"58",58,"J01TBN3",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9782,"J01","Verified","Outfall","Lake Forest","South","{91E48869-6AD5-41B7-8A9B-640ED2238B02}","Not A Priority","","","",NA,-117.6769216,33.63275609,"Unknown","J01-9782-1 (J01TBN3)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={91E48869-6AD5-41B7-8A9B-640ED2238B02}&field:Station=J01-9782-1 (J01TBN3)","No","No","Easily accessible",2,0.003,"Above Average Discharge",0.175,0.02,7,0.002062,0.003,0.001125,"{19984916-4F25-4520-8E33-254056C35682}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1165,30.80686795,"J01-9782-1 (J01TBN3)",1341942.985,5564.901148
"59",59,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10004,"J01","Verified","Outfall","Lake Forest","South","{FC0A0575-4F9F-4F48-92CC-AA2CA9B5047D}","Not A Priority","","","",NA,-117.6746996,33.63406841,"Unknown","J01-10004-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={FC0A0575-4F9F-4F48-92CC-AA2CA9B5047D}&field:Station=J01-10004-2","No","No","Easily accessible",2,0.004,"Above Average Discharge",0.52,0.025,63,0.00264,0.004,0.00128,"{73C4B7E7-01B8-4FDE-9E13-7CAE46E69C08}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1116,11.76218814,"J01-10004-2",512359.3213,2876.206254
"60",60,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9275,"J01","Verified","Outfall","Lake Forest","South","{D1EBB0B7-3D03-4EE5-8D43-EF34E157DB50}","Not A Priority","","","",NA,-117.6613528,33.64907787,"Unknown","J01-9275-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D1EBB0B7-3D03-4EE5-8D43-EF34E157DB50}&field:Station=J01-9275-1","No","No","Easily accessible",1,0.03,"",0.3,0.1,6,0.03,0.03,0.03,"{BE325CC4-8690-4CA5-B134-6FFDEC4C18D4}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1154,27.09901317,"J01-9275-1",1180429.337,4515.200439
"61",61,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9275,"J01","Verified","Outfall","Lake Forest","South","{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40}","Not A Priority","","","",NA,-117.6606465,33.65086633,"Unknown","J01-9275-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8DD9934B-1D0A-4A08-9886-1E1C2EF93E40}&field:Station=J01-9275-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{3994694D-F327-4786-8A15-870A43895B7A}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1155,42.7322098,"J01-9275-2",1861409.261,5898.563894
"62",62,"",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9275,"J01","Verified","Outfall","Lake Forest","South","{A5E8D0C5-CF35-493E-82CF-D79551B6F3B7}","Not A Priority","","","",NA,-117.6608161,33.65216273,"","J01-9275-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A5E8D0C5-CF35-493E-82CF-D79551B6F3B7}&field:Station=J01-9275-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{DCE2A2F2-F679-4A50-81E8-E18D7A94B210}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1156,24.58244627,"J01-9275-3",1070808.025,5508.836998
"63",63,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10012,"J01","Not-Found","Outfall","Mission Viejo","South","{8CBE211E-6B2C-4F44-8B05-03474A9B0641}","Not A Priority","","","",NA,-117.6301092,33.66610075,"","J01-10012-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8CBE211E-6B2C-4F44-8B05-03474A9B0641}&field:Station=J01-10012-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10012,"J01","Not-Found","Outfall","Mission Viejo","South","{A74B2733-CDCA-49F9-A1B8-23D6F9A2AF46}","Not A Priority","","","",NA,-117.6288944,33.66785908,"","J01-10012-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A74B2733-CDCA-49F9-A1B8-23D6F9A2AF46}&field:Station=J01-10012-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10012,"J01","Verified","Outfall","Lake Forest","South","{C7011A4C-B034-4F7E-9F64-E6EE106A3A98}","Not A Priority","","","",NA,-117.6269519,33.67060228,"Unknown","J01-10012-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={C7011A4C-B034-4F7E-9F64-E6EE106A3A98}&field:Station=J01-10012-4","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9033,"J01","Not-Found","Outfall","Lake Forest","South","{4609DC4C-E5D6-419D-B11C-B08C7DE7B617}","Not A Priority","","","",NA,-117.6257225,33.67220472,"","J01-9033-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4609DC4C-E5D6-419D-B11C-B08C7DE7B617}&field:Station=J01-9033-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"dairy fork 78""",78,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9079,"J06","Verified","Outfall","Aliso Viejo","South","{53829E67-0A5F-46C8-B493-01AC3AA4C5CD}","Priority","Complete","2016-06-24 7:00:00","2016-07-11 7:00:00",NA,-117.7156422,33.59226263,"Yes","J06-9079-1 (J06P03)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={53829E67-0A5F-46C8-B493-01AC3AA4C5CD}&field:Station=J06-9079-1","Yes","Yes","Easily accessible",19,0.0405,"Below Average Discharge",1.17736842,0.05644736,4.95263157,0.106406,0.368944,0.036,"{3609682E-8B65-4AEC-924D-EDCCE8D7A9C4}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 19:10:09",1192,365.7871229,"J06-9079-1 (J06P03)",15933637.43,24803.00968
"68",68,"dairy fork 96""",96,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10011,"J06","Verified","Outfall","Aliso Viejo","South","{7C52C879-6B87-4321-BC5A-53A3242DD1D9}","Priority","Complete","2016-06-24 7:00:00","2016-07-11 7:00:00",NA,-117.7157622,33.59504096,"Yes","J06-10011-1 (J06P01)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7C52C879-6B87-4321-BC5A-53A3242DD1D9}&field:Station=J06-10011-1","Yes","Yes","Easily accessible",20,0.6,"Below Average Discharge",3.6245,0.54535,25.821,0.624239,1.07625,0.021311,"{487F2E0C-5819-4C68-8F82-9BFA870AAB51}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 19:09:14",1191,935.9012518,"J06-10011-1 (J06P01)",40767731.51,36519.46034
